0.00473275	NaN
0.00947502	4.78538e+10
0.0141876	2.86369e+10
0.018914	1.95445e+10
0.0236593	1.42753e+10
0.028388	1.08836e+10
0.0331082	8.60707e+09
0.0378528	6.96319e+09
0.0425749	5.73047e+09
0.0473125	4.79291e+09
0.0520387	4.05378e+09
0.0567743	3.46747e+09
0.0615101	2.98376e+09
0.0662317	2.58939e+09
0.0709649	2.26506e+09
0.0756969	1.98963e+09
0.0804267	1.75745e+09
0.0851596	1.55838e+09
0.0898826	1.3895e+09
0.0946208	1.24503e+09
0.0993563	1.11644e+09
0.104078	1.00603e+09
0.10881	9.11152e+08
0.113545	8.26822e+08
0.118277	7.52137e+08
0.123005	6.86684e+08
0.127736	6.28984e+08
0.132464	5.78144e+08
0.137201	5.32768e+08
0.141932	4.91709e+08
0.14666	4.55644e+08
0.151394	4.23603e+08
0.156128	3.94295e+08
0.160851	3.68489e+08
0.165585	3.45764e+08
0.170317	3.25012e+08
0.175047	3.06617e+08
0.179779	2.8997e+08
0.184508	2.74814e+08
0.189239	2.61077e+08
0.193971	2.4839e+08
0.198702	2.36708e+08
0.203434	2.2584e+08
0.208164	2.15804e+08
0.212895	2.06479e+08
0.217623	1.97838e+08
0.222357	1.8971e+08
0.227086	1.8206e+08
0.231819	1.74871e+08
0.236547	1.68122e+08
0.241281	1.61808e+08
0.246012	1.55708e+08
0.250742	1.49996e+08
0.255473	1.44619e+08
0.260205	1.39503e+08
0.264937	1.34603e+08
0.269667	1.29921e+08
0.274396	1.25563e+08
0.279129	1.21414e+08
0.283859	1.17375e+08
0.288588	1.1359e+08
0.293321	1.09983e+08
0.298051	1.06481e+08
0.302781	1.0323e+08
0.307514	1.00088e+08
0.312244	9.70531e+07
0.316975	9.4185e+07
0.321706	9.14179e+07
0.326436	8.88231e+07
0.331171	8.62805e+07
0.335899	8.38418e+07
0.340631	8.15498e+07
0.345362	7.93051e+07
0.350091	7.7169e+07
0.354822	7.51322e+07
0.359553	7.3173e+07
0.364285	7.12683e+07
0.369015	6.94317e+07
0.373745	6.76852e+07
0.378476	6.59918e+07
0.383205	6.43806e+07
0.387938	6.28403e+07
0.392671	6.13102e+07
0.397401	5.9842e+07
0.402132	5.84453e+07
0.406862	5.70947e+07
0.411593	5.57803e+07
0.416323	5.45206e+07
0.421054	5.33175e+07
0.425785	5.21384e+07
0.430516	5.09892e+07
0.435246	4.98904e+07
0.439977	4.88277e+07
0.444707	4.77941e+07
0.449438	4.68021e+07
0.454169	4.58349e+07
0.4589	4.48968e+07
0.463631	4.39816e+07
0.46836	4.31068e+07
0.473092	4.2258e+07
0.477824	4.14186e+07
0.482554	4.06178e+07
0.487286	3.98382e+07
0.492017	3.9067e+07
0.496746	3.83265e+07
0.501477	3.76104e+07
0.506208	3.69139e+07
0.510939	3.62342e+07
0.515669	3.55689e+07
0.5204	3.49274e+07
0.525131	3.43026e+07
0.529861	3.36892e+07
0.534591	3.30974e+07
0.539322	3.25238e+07
0.544053	3.19599e+07
0.548784	3.14097e+07
0.553515	3.08741e+07
0.558245	3.03534e+07
0.562975	2.98503e+07
0.567706	2.93546e+07
0.572436	2.88703e+07
0.577167	2.84021e+07
0.581898	2.79451e+07
0.586629	2.74975e+07
0.59136	2.70568e+07
0.59609	2.66299e+07
0.60082	2.62162e+07
0.60555	2.58122e+07
0.610282	2.54121e+07
0.615012	2.50242e+07
0.619743	2.4647e+07
0.624473	2.4276e+07
0.629204	2.39123e+07
0.633934	2.35561e+07
0.638665	2.32124e+07
0.643396	2.28727e+07
0.648126	2.25395e+07
0.652856	2.22162e+07
0.657587	2.19004e+07
0.662318	2.15875e+07
0.667048	2.12827e+07
0.671778	2.09873e+07
0.676509	2.06937e+07
0.681239	2.04101e+07
0.68597	2.01324e+07
0.690701	1.9857e+07
0.695431	1.95884e+07
0.700161	1.93283e+07
0.704891	1.90747e+07
0.709622	1.88195e+07
0.714352	1.85702e+07
0.719083	1.83318e+07
0.723813	1.80948e+07
0.728543	1.78634e+07
0.733274	1.7638e+07
0.738004	1.74138e+07
0.742735	1.71947e+07
0.747465	1.69812e+07
0.752196	1.67692e+07
0.756925	1.65618e+07
0.761656	1.63594e+07
0.766386	1.61608e+07
0.771117	1.59653e+07
0.775847	1.57719e+07
0.780577	1.55828e+07
0.785308	1.53973e+07
0.790038	1.52156e+07
0.794768	1.50351e+07
0.799498	1.48582e+07
0.804229	1.46857e+07
0.808959	1.45147e+07
0.81369	1.43459e+07
0.81842	1.418e+07
0.823149	1.40188e+07
0.82788	1.38602e+07
0.83261	1.37016e+07
0.83734	1.35477e+07
0.84207	1.33967e+07
0.846801	1.32467e+07
0.851531	1.30998e+07
0.856261	1.29551e+07
0.860991	1.28134e+07
0.865721	1.26743e+07
0.870452	1.25357e+07
0.875181	1.24017e+07
0.879912	1.2269e+07
0.884642	1.21365e+07
0.889372	1.20098e+07
0.894102	1.18842e+07
0.898832	1.17587e+07
0.903563	1.16372e+07
0.908293	1.15167e+07
0.913022	1.13984e+07
0.917752	1.12831e+07
0.922483	1.11686e+07
0.927213	1.10556e+07
0.931943	1.09446e+07
0.936673	1.08364e+07
0.941403	1.0729e+07
0.946133	1.06232e+07
0.950863	1.05195e+07
0.955593	1.04162e+07
0.960322	1.03158e+07
0.965053	1.02172e+07
0.969783	1.01187e+07
0.974513	1.00222e+07
0.979243	9.92747e+06
0.983973	9.8337e+06
0.988702	9.7417e+06
0.993432	9.65106e+06
0.998162	9.56067e+06
1.00289	9.47238e+06
1.00762	9.3846e+06
1.01235	9.29777e+06
