3.0000000000000000e+00	-5.7637863931422782e-03	1.0212260895504055e+00	-4.2172536313517745e-03	-3.1399591123686190e+00	-3.8291562726319817e-01	-1.8097827783247315e+01	-7.4537110437396414e-02	2.1222167697149956e+01
3.0061537342063502e+00	-5.7054415645767147e-03	1.0197589043103008e+00	-1.1224202543373193e-02	-3.1986052828317137e+00	-1.8164362129714801e-01	-1.6013556237944908e+01	1.0165595742365845e-01	2.3121158401551199e+01
3.0123074684127005e+00	-4.9926150439018220e-03	1.0243952848742335e+00	-2.7986861390391513e-02	-3.2197774955688803e+00	1.8212139666644475e-01	-1.5005497568840102e+01	5.3849171068680013e-01	2.4082909240689101e+01
3.0184612026190503e+00	-4.8724236181884803e-03	1.0219736532715460e+00	-2.5343643065386029e-02	-3.1378153696935489e+00	1.8997909140433483e-01	-1.6495544103502095e+01	4.9403924178984371e-01	2.2242113617055509e+01
3.0246149368254005e+00	-5.9434149832831773e-03	1.0140056262662545e+00	-4.7635662771872578e-03	-3.0200794421350419e+00	-6.9424133770221275e-02	1.9169123794586653e+01	-4.2465960357140686e-01	-1.9792583201367190e+01
3.0276918039285752e+00	-6.6568675571496965e-03	1.0090188181214044e+00	4.0812117720362027e-03	-2.9796495535640295e+00	-3.2068714759194883e-01	1.8178374612701582e+01	-8.2005301775603723e-01	-2.1059829128553460e+01
3.0307686710317503e+00	-7.1822961692552967e-03	1.0076042816286932e+00	9.2904908709485652e-03	-2.9636135696207422e+00	-4.7325639487034604e-01	1.7852500773662204e+01	-1.0720877707247669e+00	-2.1429755702505094e+01
3.0338455381349254e+00	-7.3291926182806073e-03	1.0093057035177473e+00	9.5731014853068751e-03	-2.9738673090293650e+00	-4.9311258767427313e-01	1.8281331974460574e+01	-1.0513259573628355e+00	-2.0691443161338633e+01
3.0369224052381005e+00	-6.9971819952961917e-03	1.0124606304228019e+00	3.4515309505633155e-03	-3.0094323846296418e+00	-7.3547818331207859e-01	-1.8999753615775511e+01	-3.3168282813215066e-01	1.9481828053370364e+01
3.0399992723412756e+00	-6.1968675159320826e-03	1.0177233648905550e+00	-1.0592420181192063e-02	-3.0683871376587595e+00	-2.3394539692810673e-01	-1.6841667352826796e+01	6.0077262262080822e-02	2.1321006720228723e+01
3.0430761394444508e+00	-5.1051632258860167e-03	1.0237490498194288e+00	-3.2583071173529633e-02	-3.1401218476372699e+00	2.7657048289096797e-01	-1.4823254711255972e+01	6.5235047886499675e-01	2.3397988834460342e+01
3.0461530065476259e+00	-4.0298775650187187e-03	1.0270232168537712e+00	-5.7941477551275253e-02	-3.2030354302657171e+00	6.6872281808165657e-01	-1.3385738631222255e+01	1.2772537099754215e+00	2.5110858648838253e+01
3.0492298736508010e+00	-3.2916419626202497e-03	1.0262393215969521e+00	-7.5502534279552502e-02	-3.2329554531044917e+00	8.9198485001599748e-01	-1.2761492340216943e+01	1.6830782277291481e+00	2.5866266793185247e+01
3.0523067407539757e+00	-3.1469661514435857e-03	1.0225901535848012e+00	-7.3837498491022238e-02	-3.2162365571448444e+00	9.1850526080988326e-01	-1.3062229797884360e+01	1.6658810307584346e+00	2.5328544898353044e+01
3.0553836078571508e+00	-3.7398906163009634e-03	1.0167932703795488e+00	-5.2797834121490590e-02	-3.1570324251418391e+00	6.9383459503817069e-01	-1.4336539990403599e+01	1.1898353687629000e+00	2.3586753752791331e+01
3.0584604749603264e+00	-5.0428339379491698e-03	1.0083389866718975e+00	-2.3234891570221943e-02	-3.0735634078443632e+00	1.3913634722088872e-01	-1.6513323657145893e+01	4.3228401016788093e-01	2.1146492407805034e+01
3.0615373420635010e+00	-6.7904931902875087e-03	9.9855842636523695e-01	3.7794593386646603e-03	-2.9895347102837908e+00	-3.1037842314511144e-01	1.8714508047380111e+01	-7.4215971906891853e-01	-1.9230115501930015e+01
3.0646142091666762e+00	-8.5157659183855861e-03	9.9086394304910552e-01	2.3059612198917841e-02	-2.9240685679997376e+00	-8.3402509109950063e-01	1.6857534226919462e+01	-1.7298589125734356e+00	-2.1779883432506146e+01
3.0676910762698508e+00	-9.7120258883936425e-03	9.8707674745057861e-01	3.3529498942549175e-02	-2.8870348055983639e+00	-1.1055523144742228e+00	1.5863622323348254e+01	-2.4342406725091070e+00	-2.3315040186762715e+01
