4.868556049605840e-03	4.020086325612447e-09
9.721080993929404e-03	4.020087881019063e-09
1.459215170653759e-02	4.020089300501742e-09
1.947086219771715e-02	4.020090581778810e-09
2.433495642063333e-02	4.020091721342036e-09
2.920831130016205e-02	4.020092727051919e-09
3.405764003490009e-02	4.020093594678122e-09
3.893620572923807e-02	4.020094335572437e-09
4.380489650519225e-02	4.020094945045421e-09
4.865858171549046e-02	4.020095425474736e-09
5.351879480765958e-02	4.020095781348746e-09
5.839756829806853e-02	4.020096014615778e-09
6.326337169447062e-02	4.020096125590871e-09
6.813024067395487e-02	4.020096117074978e-09
7.299214601506691e-02	4.020095991251447e-09
7.785877895510311e-02	4.020095749909313e-09
8.272608350971689e-02	4.020095395090406e-09
8.759457119447903e-02	4.020094928727147e-09
9.246370731795300e-02	4.020094352843419e-09
9.732852663613829e-02	4.020093670182787e-09
1.021936069899357e-01	4.020092882268443e-09
1.070588293379373e-01	4.020091991137628e-09
1.119237303947575e-01	4.020090998911783e-09
1.167964801571193e-01	4.020089905726476e-09
1.216591850579496e-01	4.020088717695013e-09
1.265284163083399e-01	4.020087432908570e-09
1.313943837768788e-01	4.020086055887477e-09
1.362578777814841e-01	4.020084588603308e-09
1.411298003359404e-01	4.020083029635626e-09
1.459938631035065e-01	4.020081386213277e-09
1.508623230131026e-01	4.020079656322024e-09
1.557223008049129e-01	4.020077846673223e-09
1.605916248000893e-01	4.020075952639180e-09
1.654544373014082e-01	4.020073982347458e-09
1.703263044432851e-01	4.020071931465179e-09
1.751890187483553e-01	4.020069809690558e-09
1.800601617542600e-01	4.020067611404576e-09
1.849265250661132e-01	4.020065344519909e-09
1.897890182282999e-01	4.020063010831701e-09
1.946558064183119e-01	4.020060608443743e-09
1.995226350129775e-01	4.020058141399721e-09
2.043891248391846e-01	4.020055611930668e-09
2.092546323385927e-01	4.020053022428601e-09
2.141218581712579e-01	4.020050372120111e-09
2.189891607097022e-01	4.020047660903553e-09
2.238575639806786e-01	4.020044888926532e-09
2.287233777875383e-01	4.020042055688043e-09
2.335909653334717e-01	4.020039161878683e-09
2.384549785453078e-01	4.020036206765333e-09
2.433208222524707e-01	4.020033190966164e-09
2.481877246179415e-01	4.020030114313300e-09
2.530539257009423e-01	4.020026976496963e-09
2.579208604444527e-01	4.020023777829702e-09
2.627867800317952e-01	4.020020518076069e-09
2.676539116129403e-01	4.020017197631856e-09
2.725193525730595e-01	4.020013816140639e-09
2.773867109699895e-01	4.020010374092504e-09
2.822522813632166e-01	4.020006870521010e-09
2.871194797682750e-01	4.020003306276719e-09
2.919868089135728e-01	4.019999681193385e-09
2.968536062896170e-01	4.019995995120559e-09
3.017179666807560e-01	4.019992247602955e-09
3.065866551579436e-01	4.019988440455256e-09
3.114512118205395e-01	4.019984571253186e-09
3.163182698023346e-01	4.019980641641624e-09
3.211851870195969e-01	4.019976650987530e-09
3.260519587008762e-01	4.019972599307936e-09
3.309196331737496e-01	4.019968487041016e-09
3.357855750790246e-01	4.019964313506288e-09
3.406506426662532e-01	4.019960078914293e-09
3.455177306864471e-01	4.019955784145830e-09
3.503831262940461e-01	4.019951427590005e-09
3.552499304607281e-01	4.019947010365214e-09
3.601172485952067e-01	4.019942532101105e-09
3.649850610987379e-01	4.019937993194622e-09
3.698492323205389e-01	4.019933392229466e-09
3.747166970671797e-01	4.019928731913613e-09
3.795838557080624e-01	4.019924010543330e-09
3.844504272924080e-01	4.019919227876153e-09
3.893166051389469e-01	4.019914383976598e-09
3.941834936982163e-01	4.019909479685850e-09
3.990502006219409e-01	4.019904514353930e-09
4.039183650279423e-01	4.019899488589552e-09
4.087837875269149e-01	4.019894400354350e-09
4.136500930157145e-01	4.019889251822936e-09
4.185172572150577e-01	4.019884043070012e-09
4.233833432148527e-01	4.019878772829675e-09
4.282494810966054e-01	4.019873441221138e-09
4.331154425572885e-01	4.019868048693926e-09
4.379822239423116e-01	4.019862595709043e-09
4.428506315697284e-01	4.019857082891421e-09
4.477167821161315e-01	4.019851507940180e-09
4.525831661630640e-01	4.019845872517075e-09
4.574496316152485e-01	4.019840175589144e-09
4.623167668150194e-01	4.019834417815259e-09
4.671834974968530e-01	4.019828598912490e-09
